Incident_ID;Month;Day;Year;Date;School;Victims_Killed;Victims_Wounded;Number_Victims;Shooter_Killed;Quarter;City;State;School_Level;Location;Location_Type;During_Classes;Duration_min;Situation;Targets;Shots_Fired
20240213TNRAM;2;13;2024;13-02-2024;Raleigh Egypt Middle School;0;1;1;0;Winter;Memphis;TN;Middle;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;0
20240212OHBEB;2;12;2024;12-02-2024;Bedford High School;0;1;1;0;Winter;Bedford;OH;High;Football Field/Track;Outside on School Property;Yes;1;;Victims Targeted;0
20240212IDCOI;2;12;2024;12-02-2024;Compass Academy;1;2;3;0;Winter;Idaho Falls;ID;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20240212CAELC;2;12;2024;12-02-2024;Ellen Ochoa Learning Center;1;1;2;0;Winter;Cudahy;CA;Elementary;Front of School;Outside on School Property;No;1;Drive-by Shooting;Victims Targeted;3
20240211CAMAB;2;11;2024;11-02-2024;Martha Escutia Primary Center;1;0;1;0;Winter;Bell;CA;Elementary;Beside Building;Outside on School Property;No;1;Drive-by Shooting;Victims Targeted;99
20240209PACOR;2;9;2024;09-02-2024;Cornwall Terrace Elementary School;0;0;0;0;Winter;Reading;PA;Elementary;Beside Building;Outside on School Property;No;1;Intentional Property Damage;Neither;99
20240209GATRE;2;9;2024;09-02-2024;Tri-Cities High School;1;1;2;0;Winter;East Point;GA;High;Beside Building;Outside on School Property;No;1;;;99
20240208MDBEB;2;8;2024;08-02-2024;Bethesda Chevy Chase High School;0;0;0;0;Winter;Bethesda;MD;High;Front of School (Bus);School Bus;Yes;1;;Victims Targeted;0
20240208TNMEN;2;8;2024;08-02-2024;Meigs Magnet School;2;0;2;0;Winter;Nashville;TN;Middle;Parking Lot;Outside on School Property;No;1;Illegal Activity;Victims Targeted;99
20240207ORWIE;2;7;2024;07-02-2024;Willagillespie Elementary School;0;0;0;0;Winter;Eugene;OR;Elementary;Parking Lot;Outside on School Property;Yes;1;Drive-by Shooting;;99
2024207TXKUH;2;6;2024;06-02-2024;Kujawa Elementary School;1;0;1;0;Winter;Houston;TX;Elementary;Front of School;Outside on School Property;No;1;;Victims Targeted;99
20240206TNNOC;2;6;2024;06-02-2024;Notre Dame High School;0;1;1;0;Winter;Chattanooga;TN;High;Outside on School Property;Outside on School Property;Yes;1;;;
20240205GALUA;2;5;2024;05-02-2024;Lucy C. Laney High School;0;0;0;0;Winter;Augusta;GA;High;Bathroom;Inside School Building;Yes;1;;;1
20240202AZLAA;2;2;2024;02-02-2024;La Joya Community High School;0;0;0;0;Winter;Avondale;AZ;High;Parking Lot;Outside on School Property;Yes;1;;Neither;0
20240201TNHAN;2;1;2024;01-02-2024;Haynes Middle School;0;0;0;0;Winter;Nashville;TN;Middle;Bathroom;Inside School Building;Yes;1;Escalation of Dispute;Victims Targeted;1
20240201GAMCP;2;1;2024;01-02-2024;McEachern High School;0;2;2;0;Winter;Powder Springs;GA;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20240131CADUD;1;31;2024;31-01-2024;Dublin High School;0;1;1;0;Winter;Dublin;CA;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;1
20240131ILCHC;1;31;2024;31-01-2024;Chicago Friends School;1;2;3;0;Winter;Chicago;IL;High;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;Victims Targeted;99
20240130TNBLM;1;30;2024;30-01-2024;Blackman High School;0;0;0;0;Winter;Murfreesboro;TN;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Neither;99
20240130INBEB;1;30;2024;30-01-2024;Beech Grove High School;0;0;0;0;Winter;Beech Grove;IN;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;;12
20240130CAGRS;1;30;2024;30-01-2024;Grant High School;0;1;1;0;Winter;Sacramento;CA;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;1
20240130ALLEM;1;30;2024;30-01-2024;LeFlore High School;0;2;2;0;Winter;Mobile;AL;High;Inside School Building;Inside School Building;Yes;1;Escalation of Dispute;Both;1
20240129TXCOA;1;29;2024;29-01-2024;Connally High School;0;1;1;0;Winter;Austin;TX;High;Parking Lot;Outside on School Property;Yes;1;Domestic w/ Targeted Victim;Victims Targeted;1
20240126ILINC;1;26;2024;26-01-2024;Innovations High School;2;0;2;0;Winter;Chicago;IL;High;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;Victims Targeted;99
20240126ALHUH;1;26;2024;24-01-2024;Hueytown High School ;0;0;0;0;Winter;Hueytown;AL;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Neither;99
20240124TNWEM;1;24;2024;24-01-2024;Weaver Elementary School;1;0;1;0;Winter;Memphis;TN;Elementary;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;99
20240122ILCIC;1;22;2024;22-01-2024;CICS Loomis-Longwood High School;1;1;2;0;Winter;Chicago;IL;High;Front of School;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20240118MNCOS;1;18;2024;18-01-2024;Como Park Elementary School;0;1;1;0;Winter;St. Paul;MN;Elementary;Gym;Inside School Building;No;1;Accidental;Neither;1
20240117VAWED;1;17;2024;17-01-2024;Westwood Middle School;0;0;0;0;Winter;Danville;VA;Middle;Parking Lot;Outside on School Property;No;1;Suicide/Attempted;Neither;99
20240117INLIG;1;17;2024;17-01-2024;Lighthouse College Prep Academy;0;0;0;0;Winter;Gary;IN;High;Bathroom;Inside School Building;Yes;1;;;1
20240117MDCHE;1;17;2024;17-01-2024;Children's Manor Montessori School;1;0;1;0;Winter;Ellicott City;MD;Elementary;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;1
20240113INLAF;1;13;2024;13-01-2024;Wayne Middle School;1;0;1;0;Winter;Fort Wayne;IN;Middle;Parking Lot;Outside on School Property;No;1;;Victims Targeted;99
20240112OKHEO;1;12;2024;12-01-2024;Hefner Middle School;0;0;0;0;Winter;Oklahoma City;OK;Middle;Bathroom;Inside School Building;Yes;1;;;1
20240112OHROD;1;12;2024;12-01-2024;Roosevelt Elementary School;1;0;1;0;Winter;Dayton;OH;Elementary;Basketball Court;Outside on School Property;Yes;1;Drive-by Shooting;Victims Targeted;99
20240111FLNOM;1;11;2024;11-01-2024;Miami Northwestern Senior High School;0;1;1;0;Winter;Miami;FL;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;5
20240111LABOB;1;11;2024;11-01-2024;Bogalusa High School;1;1;2;0;Winter;Bogalusa;LA;High;Parking Lot;Outside on School Property;No;1;;;99
20240110WAWHW;1;10;2024;10-01-2024;White Swan High School;0;0;0;0;Winter;White Swan;WA;High;Outside on School Property;Outside on School Property;Yes;1;;;0
20240109TXACH;1;9;2024;09-01-2024;Academy of Accelerated Learning Middle School;1;0;1;0;Winter;Houston;TX;Middle;Front of School;Outside on School Property;Yes;1;;Victims Targeted;99
20240108MSSIS;1;8;2024;08-01-2024;Simpson County School Bus;0;1;1;0;Winter;Shivers;MS;High;School Bus;School Bus;Yes;1;;Victims Targeted;1
20240108CARIR;1;8;2024;08-01-2024;Richmond High School;0;0;0;0;Winter;Richmond;CA;High;Parking Lot;Outside on School Property;Yes;1;;;99
20240104IAPEP;1;4;2024;04-01-2024;Perry Middle and High School;2;6;8;1;Winter;Perry;IA;06-dic;Cafeteria;Inside School Building;Yes;7;Indiscriminate Shooting;;
20240103TNFRM;1;3;2024;03-01-2024;Freedom Preparatory Academy Westwood;0;0;0;0;Winter;Memphis;TN;Elementary;Classroom;Both Inside/Outside;Yes;1;;;99
20240103VAMAM;1;3;2024;03-01-2024;Manchester High School;0;1;1;0;Winter;Midlothian;VA;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;
20240101LABAM;1;1;2024;01-01-2024;Barkdull Faulk Elementary School;0;0;0;0;Winter;Monroe;LA;Elementary;Beside Building;Outside on School Property;No;1;;;100
20231226RIEME;12;26;2023;26-12-2023;Emma G. Whiteknact Elementary School;0;1;1;0;Winter;East Providence;RI;Elementary;Playground;Outside on School Property;No;1;;;1
20231220TXEAF;12;20;2023;20-12-2023;Eastern Hills High School;0;0;0;0;Winter;Fort Worth;TX;High;Outside on School Property;Outside on School Property;Yes;1;Escalation of Dispute;;1
20231220NJKIN;12;20;2023;20-12-2023;KIPP Life Academy;0;1;1;0;Winter;Newark;NJ;K-12;Front of School;Outside on School Property;Yes;1;;;11
20231219COLEC;12;19;2023;19-12-2023;Legacy Peak Elementary School;0;2;2;0;Winter;Colorado Springs;CO;Elementary;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;10
20231219TXCYK;12;19;2023;19-12-2023;Cypress Lakes High School;1;0;1;0;Winter;Katy;TX;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;99
20231218VAORC;12;18;2023;18-12-2023;Orange County Public Schools Bus;0;0;0;0;Winter;Culpeper;VA;;Parking Lot;Outside on School Property;No;1;Indiscriminate Shooting;Neither;3
20231218INEGH;12;18;2023;18-12-2023;Eggers Middle School;0;0;0;0;Winter;Hammond;IN;Middle;Hallway;Inside School Building;Yes;1;;Neither;1
20231215CAPAP;12;15;2023;15-12-2023;Palo Alto High School;0;0;0;0;Winter;Palo Alto;CA;High;Outside on School Property;Outside on School Property;Yes;1;;Neither;0
20231215TNLEN;12;15;2023;15-12-2023;LEAD Brick Church School;0;0;0;0;Winter;Nashville;TN;Middle;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20231213MIDED;12;13;2023;13-12-2023;Detroit Leadership Academy;0;0;0;0;Winter;Detroit;MI;K-12;Classroom;Inside School Building;Yes;1;Accidental;;2
20231212MICOK;12;12;2023;12-12-2023;Comstock High School;0;0;0;0;Winter;Kalamazoo;MI;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;30
20231211NYROQ;12;11;2023;11-12-2023;Robert F. Kennedy Community School;0;0;0;0;Winter;Queens;NY;High;Front of School;Outside on School Property;Yes;1;;;99
20231208MONOS;12;8;2023;08-12-2023;Normandy High School;0;1;1;0;Winter;St. Louis;MO;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20231208NMATA;12;8;2023;08-12-2023;Atrisco Heritage Academy;1;0;1;0;Winter;Albuquerque;NM;High;Parking Lot;Outside on School Property;No;1;Accidental;Neither;1
20231208VAWOW;12;8;2023;08-12-2023;Woodbridge Senior High School;0;3;3;0;Winter;Woodbridge;VA;High;School Bus;School Bus;Yes;1;Intentional Property Damage;Random Shooting;99
20231208WIBUW;12;8;2023;08-12-2023;Butler Middle School;0;0;0;0;Winter;Waukesha;WI;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Neither;0
20231206INLAL;12;6;2023;06-12-2023;Lawrence Central High School Wednesday;0;0;0;0;Winter;Lawrence;IN;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Random Shooting;2
20231205NCVAH;12;5;2023;05-12-2023;Vance County High School;0;0;0;0;Winter;Hendersonville;NC;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Both;20
20231205TXNOA;12;5;2023;05-12-2023;Northeast Early College High School;0;1;1;0;Winter;Austin;TX;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;
20231202VADRA;12;2;2023;02-12-2023;Dr. Charles R. Drew Elementary School;0;0;0;0;Winter;Arlington;VA;Elementary;Parking Lot;Outside on School Property;No;;;Victims Targeted;99
20231201OHBUA;12;1;2023;01-12-2023;Buchtel High School;0;0;0;0;Winter;Akron;OH;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;0
20231201OHNOC;12;1;2023;01-12-2023;North College Hill High School;0;1;1;0;Winter;Cincinnati;OH;High;Football Field/Track;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20231201DCKIW;12;1;2023;01-12-2023;KIPP DC College Preparatory School;0;1;1;0;Winter;Washington;DC;High;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;Victims Targeted;10
20231130TXBUH;11;30;2023;30-11-2023;Buffalo Creek Elementary;0;0;0;1;Fall;Houston;TX;Elementary;Front of School;Outside on School Property;Yes;1;Illegal Activity;Random Shooting;1
20231129OHMAT;11;29;2023;29-11-2023;Martin Luther King Jr. Academy for Boys;0;0;0;0;Fall;Toledo;OH;Middle;Beside Building;Outside on School Property;Yes;1;;;7
20231128TXNOH;11;28;2023;28-11-2023;Northside High School;0;1;1;0;Fall;Houston;TX;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20231126OHEDD;11;26;2023;26-11-2023;Edwin Joel Brown Middle School;0;1;1;0;Fall;Dayton;OH;Middle;Outside on School Property;Outside on School Property;No;1;Illegal Activity;Victims Targeted;
20231123OHSOC;11;23;2023;23-11-2023;South Avondale Elementary School;0;1;1;0;Fall;Cincinnati;OH;Elementary;Football Field/Track;Outside on School Property;No;1;;Victims Targeted;
20231119ILURU;11;19;2023;19-11-2023;Urbana High School;0;1;1;0;Fall;Urbana;IL;High;Beside Building;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20231117LAACL;11;18;2023;17-11-2023;Acadiana High School;0;0;0;0;Fall;Lafayette;LA;High;Football Field/Track;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20231116CALAW;11;16;2023;16-11-2023;Larchmont Charter School;0;0;0;0;Fall;West Hollywood;CA;Elementary;Parking Lot;Outside on School Property;Yes;1;;;0
20231116OHSTC;11;16;2023;16-11-2023;St. Francis Catholic School;1;0;1;0;Fall;Cleveland;OH;Elementary;Playground;Outside on School Property;Yes;1;;Victims Targeted;99
20231114MILID;11;14;2023;14-11-2023;Lincoln Park High School;0;0;0;0;Fall;Detroit;MI;High;Outside on School Property;Outside on School Property;Yes;1;Escalation of Dispute;Neither;0
2023114ILMAP;11;14;2023;14-11-2023;Manual High School;0;0;0;0;Fall;Peoria;IL;High;Front of School;Outside on School Property;Yes;1;;;22
2023113KYJEL;11;13;2023;13-11-2023;Jefferson County School Bus;0;1;1;0;Fall;Louisville;KY;High;School Bus;School Bus;Yes;1;;Victims Targeted;99
20231113NJCEN;11;13;2023;13-11-2023;Central High School;0;1;1;0;Fall;Newark;NJ;High;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;;99
20231110CAVAV;11;10;2023;10-11-2023;Vallejo High School;0;1;1;0;Fall;Vallejo;CA;High;Front of School;Outside on School Property;No;1;;Victims Targeted;99
20231109NVLAL;11;9;2023;09-11-2023;Las Vegas Academy;1;0;1;0;Fall;Las Vegas;NV;High;Parking Lot;Outside on School Property;Yes;1;Psychosis;Both;99
20231109ALESA;11;9;2023;09-11-2023;Escambia County High School;0;2;2;0;Fall;Atmore;AL;High;Gym;Inside School Building;No;1;Accidental;Neither;1
20231108CTLIN;11;8;2023;08-11-2023;Lincoln Bassett School;0;0;0;0;Fall;New Haven;CT;Elementary;Parking Lot;Outside on School Property;Yes;1;Psychosis;Neither;0
20231107CABUB;11;7;2023;07-11-2023;Bullard High School;0;0;0;0;Fall;Fresno;CA;High;School Bus;School Bus;Yes;1;;Both;99
20231103INKII;11;3;2023;03-11-2023;Kipp Indy Legacy High School;1;0;1;0;Fall;Indianapolis;IN;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20231102NCFRM;11;2;2023;02-11-2023;Freedom High School;0;0;0;0;Fall;Morganton;NC;High;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;Neither;99
20231102OHWAL;11;2;2023;02-11-2023;Washington Elementary School;0;0;0;0;Fall;Lorain;OH;Elementary;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;99
20231102ALSMS;11;2;2023;02-11-2023;Smiths Station High School;0;0;0;0;Fall;Smiths Station;AL;High;Gym;Inside School Building;Yes;1;Escalation of Dispute;Victims Targeted;0
20231031NVCOL;10;31;2023;31-10-2023;Cortney Junior High School;0;0;0;0;Fall;Las Vegas;NV;Middle;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;3
20231030NCRAR;10;30;2023;30-10-2023;Raleigh School Bus;0;2;2;0;Fall;Raleigh;NC;High;School Bus;School Bus;Yes;1;;Both;99
20231027TXDUS;10;27;2023;27-10-2023;Dub Farris Athletic Complex;0;1;1;0;Fall;San Antonio;TX;High;Parking Lot;Outside on School Property;No;1;Officer-Involved Shooting;Victims Targeted;1
20231027LADOD;10;27;2023;27-10-2023;Donaldsonville High School;1;1;2;0;Fall;Donaldsonville;LA;High;Parking Lot;Outside on School Property;No;1;;Victims Targeted;99
20231027MDCAB;10;27;2023;27-10-2023;Carver Vocational-Technical High School;0;3;3;0;Fall;Baltimore;MD;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20231027MIDED;10;26;2023;26-10-2023;Denby High School;0;1;1;0;Fall;Detroit;MI;High;Basketball Court;Outside on School Property;No;1;;Victims Targeted;
20231026CALEL;10;26;2023;26-10-2023;Legacy High School;0;1;1;0;Fall;Los Angles;CA;High;Parking Lot;Outside on School Property;No;1;Officer-Involved Shooting;Victims Targeted;99
20231026VTMOM;10;26;2023;26-10-2023;Montpelier School Bus;0;0;0;0;Fall;Montpelier;VT;;School Bus;School Bus;Yes;1;Accidental;Neither;1
20231026FLNFJ;10;26;2023;26-10-2023;North Florida Educational Institute;0;1;1;0;Fall;Jacksonville;FL;Elementary;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;1
20231024MDEDW;10;24;2023;24-10-2023;Edmondson Heights Elementary School;0;1;1;0;Fall;Woodlawn;MD;Elementary;Playground;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20231023WIKEG;10;23;2023;23-10-2023;Kennedy Middle School;0;0;0;1;Fall;Germantown;WI;Middle;Outside on School Property;Outside on School Property;No;1;Psychosis;Random Shooting;99
20231021OHFAD;10;21;2023;21-10-2023;Fairview PreK-6 School;0;1;1;0;Fall;Dayton;OH;Elementary;Parking Lot;Outside on School Property;No;1;;;
20231020FLLIT;10;20;2023;20-10-2023;Lincoln High School;0;1;1;0;Fall;Tallahassee;FL;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;1
20231020FLFAT;10;20;2023;20-10-2023;Farnell Middle School;0;0;0;1;Fall;Tampa;FL;Middle;Parking Lot;Outside on School Property;Yes;1;Suicide/Attempted;Victims Targeted;1
20231019WAEVV;10;19;2023;19-10-2023;Evergreen High School;0;0;0;0;Fall;Vancouver;WA;High;Football Field/Track;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20231019ILMAC;10;19;2023;19-10-2023;Mather High School;0;0;0;0;Fall;Chicago;IL;High;Parking Lot;Outside on School Property;No;1;;;99
20231019TXNAA;10;19;2023;19-10-2023;Navarro High School;0;1;1;0;Fall;Austin;TX;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;99
20231019CAGRF;10;19;2023;19-10-2023;Greenberg Elementary School;0;1;1;0;Fall;Fresno;CA;Elementary;Outside on School Property;Outside on School Property;Yes;1;;Victims Targeted;11
20231018WILUW;10;18;2023;18-10-2023;Luther Preparatory School;0;0;0;1;Fall;Watertown;WI;K-12;Beside Building;Outside on School Property;Yes;1;Illegal Activity;Victims Targeted;99
20231015OHEAT;10;15;2023;15-10-2023;East Broadway Elementary;0;1;1;0;Fall;Toledo;OH;High;Football Field/Track;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;1
20231015TXFRD;10;15;2023;15-10-2023;Fred Moore High School;1;1;2;0;Fall;Denton;TX;High;Parking Lot;Outside on School Property;No;1;;;99
20231015MOKIK;10;15;2023;15-10-2023;North Kirkwood Middle School;0;0;0;0;Fall;Kirkwood;MO;Middle;Parking Lot;Outside on School Property;No;1;Indiscriminate Shooting;Random Shooting;12
20231013FLBOS;10;13;2023;13-10-2023;Booker High School;0;0;0;0;Fall;Sarasota;FL;High;Off School Property;Off School Property;No;1;;;99
20231013OHCLC;10;13;2023;13-10-2023;Cleveland Central Catholic High School;0;1;1;0;Fall;Cleveland;OH;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;;
20231011CAMAL;10;11;2023;11-10-2023;Manual Arts Sr. High School;0;1;1;0;Fall;Los Angles;CA;High;Front of School;Outside on School Property;Yes;1;;;99
20231011FLMIM;10;11;2023;11-10-2023;Miami Edison High School;1;0;1;0;Fall;Miami;FL;High;Football Field/Track;Outside on School Property;No;1;;Victims Targeted;99
