"Incident_ID","Date","School","City","State","Summary","Targets"
"20200915SCYOR","2020-09-15","York County School Bus","Rock Hill","SC","BB shot at occupied school bus broke window","Neither"
"20200910OHSAC","2020-09-10","Saint Francis DeSales High School","Columbus","OH","School bus struck by multiple shots fired from vehicle","Both"
"20200910ILPEP","2020-09-14","Peoria Public Schools Bus","Peoria","IL","Occupied school bus struck by gunfire","Victims Targeted"
"20200909TXSOH","2020-09-09","Southmayd Elementary School","Houston","TX","Teen shot during drive-by in front of school","Victims Targeted"
"20200909PAWEW","2020-09-09","West Bradford Elementary School","West Bradford Township","PA","Shot fired in school parking lot following roadrage incident","Victims Targeted"
"20200904FLLOJ","2020-09-03","Lone Star Elementary School","Jacksonville","FL","Adult male found shot to death outside of school",""
"20200903GADOA","2020-09-03","Dougherty Comprehensive High School","Albany","GA","18 year-old found shot and killed in vehicle in school parking lot","Victims Targeted"
"20200830TXLOD","2020-08-30","L.O. Donald Leadership Academy","Dallas","TX","Adult man shot and killed on school playground","Victims Targeted"
"20200825MOWEC","2020-08-25","West Middle School","Columbia","MO","Adult male shot on the school track",""
"20200817MIABG","2020-08-17","Aberdeen K-8 School","Grand Rapids","MI","Adult male shot in hand next to school",""
"20200804PAKEP","2020-08-04","Kelly Elementary School","Pittsburg","PA","Adult male found shot next to school building","Victims Targeted"
"20200729ILCOC","2020-07-29","Collinsville High School","Collinsville","IL","Teen shot by police officer after pointing gun at the officers","Neither"
"20200727AZCAO","2020-07-27","Canyon del Oro High School","Oro Valley","AZ","Adult male construction work fatal shot self in leg","Neither"
"20200721SCBRO","2020-07-21","Brookdale Elementary School","Orangeburg","SC","Adult male shot on school basketball court",""
"20200714MIWID","2020-07-14","Willow Woods Elementary School","Detroit","MI","Shots fired into the air during fight between two men","Neither"
"20200704INLAM","2020-07-04","Lake Hills Elementary School","Michigan City","IN","Adult male fired shot during exchange of stolen cellphone","Victims Targeted"
"20200701ILFRP","2020-07-01","Frost Elementary School","Prospect Heights","IL","Adult male fired shot from vehicle at 4 people",""
"20200630OHLAW","2020-06-30","Lakota Career Readiness Academy","West Chester Township","OH","Adult male with AK-47 shot the front glass doors of the school","Neither"
"20200627VAHAS","2020-06-27","Halifax County Middle School","South Boston","VA","Teen fired shot during large fight between multiple teens and adults on school football field",""
"20200621INCOC","2020-06-21","Columbus East High School","Columbus","IN","Three teen males fired a stolen handgun at the school building damaging windows.","Neither"
"20200618INJOI","2020-06-18","Joyce Kilmer School 69","Indianapolis","IN","Adult male found dead next to school",""
"20200616FLTOM","2020-06-16","Touissant Louverture Elementary School","Miami","FL","Shots fired during a drive-by struck the school building",""
"20200603IAGAD","2020-06-03","Garfield Elementary School","Davenport","IA","Adult male shot in front of school","Victims Targeted"
"20200527OHLUC","2020-05-27","Luis Munoz Marin Middle School","Cleveland","OH","Two men shot each other during sale of handgun at school parking lot","Victims Targeted"
"20200525ALORM","2020-05-25","O Rourke Elementary School","Mobile","AL","Three adult males shot during robbery in school parking lot","Victims Targeted"
"20200522OHMIC","2020-05-22","Miles Elementary School","Cleveland","OH","Adult man found dead outside of school from gunshot to chest","Victims Targeted"
"20200519VAWEM","2020-05-19","West Gate Elementary School","Manassas","VA","Teen fired shot at another group of teens during a dispute","Victims Targeted"
"20200515NCSTC","2020-05-15","Stuart W Cramer High School","Cramerton","NC","Couple confused with mafia members during drug deal","Random Shooting"
"20200505CAGOV","2020-05-05","Golden West High School","Visalia","CA","Three victims found dead in school parking lot","null"
"20200419NCABR","2020-04-19","Abbotts Creek Elementary School","Raleigh","NC","Man fired multiple gunshots in school parking lot","Victims Targeted"
"20200413NEMOO","2020-04-13","Morton Middle School","Omaha","NE","18YOM shot during fight in school parking lot",""
"20200330GANAS","2020-03-30","Narvie J. Harris Elementary School","Stonecrest","GA","Three people shot during fight in the school parking lot","Victims Targeted"
"20200324LAROM","2020-03-24","Roy Shelling Elementary School","Monroe","LA","Male shot during fight between 20 people in school parking lot","Victims Targeted"
"20200318LABOS","2020-03-18","Booker T. Washington High School","Shreveport","LA","Teen shot outside of school during fight","Victims Targeted"
"20200315TXATH","2020-03-15","Atascocita High School","Humble","TX","19YOM former student shot during fight on school football field","Victims Targeted"
"20200313TNPIR","2020-03-13","Pine View Elementary","Rockwood","TN","SRO discharged firearm inside his office in the school","Neither"
"20200310PASHN","2020-03-10","Shenango Area Schools (bus)","New Castle","PA","Adult male fired shot breaking two windows of school van with elementary school students abroad","null"
"20200305FLSAW","2020-03-05","Sagemont School","Weston","FL","School security officer was showing off gun and accidentally shot another school employee","Random Shooting"
"20200302TXNOF","2020-03-02","North Forney High School","Forney","TX","Accidental discharge showing off gun","Neither"
"20200221NMCEA","2020-02-21","Cesar Chavez Community School","Albuquerque","NM","Shots fired from vehicle struck school damaging screen inside classroom","Victims Targeted"
"20200215DCDUW","2020-02-15","Dunbar High School","Washington","DC","Adult male shot and killed in front of school during basketball game",""
"20200212MOJOF","2020-02-12","Johnson-Wabash Elementary School","Ferguson","MO","Father pointed gun at students on school bus following fight between students","Victims Targeted"
"20200205NHSEC","2020-02-05","Second Start Alternative High School","Concord","NH","Student fired shot at school employee then killed self","Victims Targeted"
"20200204LABEA","2020-02-04","Beau Chene High School","Arnaudville","LA","17YOM pointed rifle at people in school parking lot during soccer game, arrested by SRO","Neither"
"20200203FLGEJ","2020-02-03","George Washington Carver Elementary School","Jacksonville","FL","Drive-by shooting in school parking lot",""
"20200201TXHIH","2020-02-01","Hicks Elementary School","Houston","TX","Adult male shot during robbery at the school","Victims Targeted"
"20200131CADEA","2020-01-31","Deer Valley High School","Antioch","CA","16YOM student shot during fight outside of school during basketball game",""
"20200128TXLUL","2020-01-28","Lufkin Middle School","Lufkin","TX","17YOM student shot by two suspects in front of school during basketball game","Victims Targeted"
"20200128TNWHM","2020-01-28","White Station High School","Memphis","TN","18YPM fired shots from vehicle following argument in school parking lot","Both"
"20200128NYMAQ","2020-01-28","Martin Van Buren High School","Queens","NY","Student accidentally shot self during fight outside of school",""
"20200127WAROY","2020-01-27","Robertson Elementary School","Yakima","WA","18YOM pointed gun at multiple students and parents on school playground then fled the area in a vehicle","Victims Targeted"
"20200123CAOXO","2020-01-23","Oxnard's Christa McAuliffe Elementary School","Oxnard","CA","Car-to-car shooting, a student was struck on the playground","Random Shooting"
"20200121NEPAL","2020-01-21","Park Middle School","Lincoln","NE","Shot vehicle windows in school parking lot during break-in","Neither"
"20200121ILLIC","2020-01-21","Lindblom Math & Science Academy High School","Chicago","IL","Student shot during robbery after leaving swim meet at school","Victims Targeted"
"20200119TXNOF","2020-01-19","North Crowley Ninth Grade Campus","Fort Worth","TX","Targeted shooting of adult male in school parking lot, child was also struck","Both"
"20200117SCCAS","2020-01-17","Cane Bay High School","Summerville","SC","16YOM found dead in vehicle in school parking lot, school locked down","Victims Targeted"
"20200117MITHH","2020-01-17","Three Fires Elementary School","Howell","MI","Parent shot self while adjusting gun in vehicle while waiting to pick up child","Neither"
"20200114TXPOM","2020-01-14","Poteet High School","Mesquite","TX","Two non-student teens fired shots in the school parking lot following an altercation at a basketball game","Victims Targeted"
"20200114TXBEH","2020-01-14","Bellaire High School","Houston","TX","16YOM student shot 19YON student inside the school and then fled","Neither"
"20200111TXELD","2020-01-11","Ellis Davis Field House","Dallas","TX","18YOM and officer shot during fight at basketball game","Both"
"20200110MSMCJ","2020-01-10","McWillie Elementary School","Jackson","MS","Student struck by BB and bus window shattered",""
"20200108FLGLB","2020-01-08","Glades Central Community High School","Belle Glade","FL","Unidentified person shot themselves in the leg in the school parking lot","Neither"
"20200107WASOK","2020-01-07","Southridge High School","Kennewick","WA","Two 16YOM shot more than 60 windows at homes and the high school","Neither"
"20191228MOMAS","2019-12-28","Mason-Clark Middle School","St. Louis","MO","13YOM shot in the street and found dead in school parking lot the next morning","Victims Targeted"
"20191221LAWES","2019-12-21","West St. John Elementary School","St. John the Baptist Parish","LA","4 people shot outside of school after party (rented school for event)",""
"20191219FLLEN","2019-12-19","Lely High School","Naples","FL","Adult male shot adult female night school students in parking lot","Victims Targeted"
"20191216CTCAN","2019-12-16","Catholic Academy of New Haven","New Haven","CT","Adult dropping child off shot in targeted shooting, 7 bullets hit school building","Victims Targeted"
"20191213VAMAN","2019-12-13","Maury High School","Norfolk","VA","Student shot self in hand in classroom","Neither"
"20191211KSCHT","2019-12-11","Chase Middle School","Topeka","KS","Bus shot with multiple BBs with students onboard",""
"20191211INEVE","2019-12-11","Evans Elementary School","Evansville","IN","BB shattered school bus window while driving",""
"20191210NJSAJ","2019-12-10","Sacred Heart School","Jersey City","NJ","Attack on Jewish Grocery Store across the street from school, multiple shots struck school building","Neither"
"20191210KSJCK","2019-12-10","J C Harmon High School","Kansas City","KS","School bus hit in school parking lot during drive by shooting",""
"20191210ALDED","2019-12-10","Decatur High School","Decatur","AL","Man fired shots into the air in the school parking lot following dispute with girlfriend","Victims Targeted"
"20191204NMPIL","2019-12-04","Picacho Middle School","Las Cruces","NM","SRO fired weapon inside office with student present","Neither"
"20191203WITHM","2019-12-03","Thomas Jefferson Middle School","Madison","WI","Student fired pellet gun from school bus at female student getting off the bus","Victims Targeted"
"20191203WIOSO","2019-12-03","Oshkosh West High School","Oshkosh","WI","SRO fired at student who stabbed him with edged weapon","NA"
"20191202WIWAW","2019-12-02","Waukesha South High School","Waukesha","WI","Armed student shot by police officer in classroom during attempted negotiation","null"
"20191201ALMOM","2019-12-01","Mountain Brook High School","Mountain Brook","AL","Woman killed during domestic dispute in parking lot","Victims Targeted"
"20191126WASAV","2019-11-26","Sarah J. Anderson Elementary School","Vancouver","WA","Father shot ex-wife and her mother in vehicle in the school parking lot (3 kids inside the car)","Victims Targeted"
"20191125ILCAC","2019-11-25","Catalyst Circle Rock Charter School","Chicago","IL","37 YOM shot outside of school while students were outside, went into school for assistance","Victims Targeted"
"20191124CASEU","2019-11-24","Searles Elementary School","Union City","CA","2 boys sitting inside van were shot and killed in school parking lot","Random Shooting"
"20191121ILRIO","2019-11-21","Rich Central High School","Olympia Fields","IL","Student fired pellet gun at bus window injuring student inside","Random Shooting"
"20191115NJPLP","2019-11-15","Pleasantville High School","Pleasantville","NJ","Targeted shooting at football game, missed target and stuck 3 bystanders in the stands","Both"
"20191114CASAS","2019-11-14","Saugus High School","Santa Clarita","CA","Student fired at multiple students in school courtyard then commit suicide","Random Shooting"
"20191113CAESL","2019-11-13","Esteban Torres High School","Los Angeles","CA","Officer shot and killed suspect with sword in outdoor lunch area of school campus","NA"
"20191111MDACB","2019-11-11","Achievement Academy","Baltimore","MD","19YOM student shot outside of school then ran into school for assistance","Victims Targeted"
"20191108TXROD","2019-11-08","Robert L. Thornton Elementary School","Dallas","TX","15YOM shot on school basketball court. Specific target and received prior threats.","Victims Targeted"
"20191108CAEDS","2019-11-08","Edison High School","Stockton","CA","Shots fired in parking lot during football game, stadium locked down",""
"20191029NYNEN","2019-10-29","New Dawn Charter High School","New York","NY","Female student bystander shot during fight after school","Both"
"20191027MDLAL","2019-10-27","Laurel Woods Elementary School","Laurel","MD","Adult female shot in parking lot of school following memorial service unrelated to the school","Both"
"20191022NJBRB","2019-10-22","Brick Memorial High School","Brick Township","NJ","Teen shot near school by another teen, ran back to school for help","Victims Targeted"
"20191022CARIS","2019-10-22","Ridgway High School","Santa Rosa","CA","Student shot another student following argument outside of school building, gave gun to driver in a car, and then returned to class in the school building","Victims Targeted"
"20191018OHWOT","2019-10-18","Woodward High School","Toledo","OH","Shots fired during football game, stadium evacuated",""
"20191018GACRS","2019-10-18","Creekside High School","South Fulton","GA","Unidentified male shot behind school during football game",""
"20191015LAGEN","2019-10-15","George Washington Carver High School","New Orleans","LA","Student shot near school, ran inside school for assistance, school locked down then dismissed",""
"20191011LARAR","2019-10-11","Rayne High School","Rayne","LA","20 shots fired in parking lot after football game","Victims Targeted"
"20191009MAGRL","2019-10-09","Greenhalge Elementary School","Lowell","MA","Three teens on bicycles fired bb guns at the students on the playground.","Random Shooting"
"20191008TXWEH","2019-10-08","Westbury High School","Houston","TX","Student shot in school, no details released",""
"20191008COSHS","2019-10-08","Sheridan High School","Sheridan","CO","Teen shot during fight outside of school during volleyball game","Victims Targeted"
"20191002GASOA","2019-10-02","South Atlanta High School","Atlanta","GA","Adult fired shot into air during fight at high school softball game","Neither"
"20190927NCZEC","2019-09-27","Zebulon B. Vance High School","Charlotte","NC","Shots fired during fight in the parking lot during football game",""
"20190927CADER","2019-09-27","De Anza High School","Richmond","CA","Three teen students shot leaving football game","Both"
"20190920PASIP","2019-09-20","Simon Gratz High School Mastery Charter","Philadelphia","PA","Two teens shot at football game, stadium evacuated",""
"20190918MNFOC","2019-10-18","Fond Du Lac Ojibwe High School","Cloquet","MN","Man shot his sister's boyfriend in the head","Victims Targeted"
"20190916VAPHH","2019-09-16","Phoebus High School","Hampton","VA","Man shot across the street from the school and died in school parking lot during classes","Victims Targeted"
"20190916ILILK","2019-09-16","Illinois Central School Bus","Kankakee","IL","Occupied school bus struck by gunfire during gang fight","Victims Targeted"
"20190914TXEAF","2019-09-14","Eastern Hills High School","Fort Worth","TX","Shots fired during fight between parents at youth football game","Both"
"20190913VAETN","2019-09-13","Ethel M. Gildersleeve Middle School","Newport News","VA","Shots fired in parking lot after football game",""
"20190913UTGRW","2019-09-13","Granger High School","West Valley City","UT","Shots fired into air during gang related altercation at football game","Neither"
"20190912KSMAM","2019-09-12","Manhattan High School","Manhattan","KS","Shots fired in school parking lot.",""
"20190910SCSOA","2019-09-10","South Aiken High School","Aiken","SC","Shot fired during altercation in school parking lot","Victims Targeted"
"20190906PAWEM","2019-09-06","West Palmer High School","Morrisville","PA","Female student shot in school parking lot following football game",""
"20190906PAMCJ","2019-09-06","McKee Middle School","Jeannette","PA","Adult male shot/killed adult male at gate of football stadium during high school game","Victims Targeted"
"20190906ALCEC","2019-09-06","Center Point High School","Center Point","AL","8-9 shots fired from woods by football stadium during game",""
"20190902MDNOB","2019-09-02","Northwood Elementary School","Baltimore","MD","Adult male killed and two other adult men injured by unknown shooter in school courtyard",""
"20190830OHCET","2019-08-30","Central Catholic High School","Toledo","OH","16YOM non-student shot when crowd was exiting football game","Random Shooting"
"20190830NCKIK","2019-08-30","Kinston High School","Kingston","NC","Shots fired into air the parking lot after football game","Neither"
"20190830ALLAM","2019-08-30","Ladd-Peebles Stadium","Mobile","AL","10 teens shot after 17YO fired shots into crowd following dispute","Both"
"20190827NYROR","2019-08-27","Roosevelt High School","Roosevelt","NY","Man fired 3 shots into the ground during dispute the school staff about landscaping","Victims Targeted"
"20190827CAHOL","2019-08-27","Hollenbeck Middle School","Los Angeles","CA","Student hit by bullet in lunch line. Shot fired from off campus.",""
"20190824PAWIP","2019-08-24","William C. Longstreth Elementary School","Philadelphia","PA","14YOM shot and killed on school playground during argument","Victims Targeted"
"20190823MOROS","2019-08-23","Roosevelt High School","St. Louis","MO","16YOF student found dead (multiple shots) behind school","Victims Targeted"
"20190823MOPAS","2019-08-23","Parkway North High School","St. Louis","MO","Shots fired during fight at football jamboree",""
"20190823GAPEC","2019-08-23","Peek's Chapel Elementary School","Conyers","GA","15YOM shot 12YOM outside of elementary school after hours",""
"20190820PASAC","2019-08-20","Saint Patrick School","Carlisle","PA","Parent accidentally discharged handgun shooting himself","Random Shooting"
"20190817GALAA","2019-08-17","Lakewood Stadium","Atlanta","GA","Shots fired during fight at football game","Both"
"20190815TNEAN","2019-08-15","East Magnet High School","Nashville","TN","15YOM fired multiple shots during football jamboree",""
"20190809NJWEN","2019-08-09","West Side High School","Newark","NJ","Two teens shot in front of the school","null"
"20190808ALBLM","2019-08-08","Blount Elementary School","Montgomery","AL","Adult male fired shots in school parking lot during road rage incident","Victims Targeted"
"20190719CAMOS","2019-07-19","Monroe Clark Middle School","San Diego","CA","Teen fired BB's at school building then fled","Neither"
"20190711CTBUH","2019-07-11","Bulkeley High School","Hartford","CT","Two women in car chased victim onto school property then shot and killed him","Victims Targeted"
"20190702AKWIA","2019-07-02","Williwaw Elementary School","Anchorage","AK","Teen shot on basketball court after altercation",""
"20190701NYSCN","2019-07-01","School of Science and Applied Learning","New York","NY","Cab driver shot 13YOM who had previously robbed him at the school playground","Victims Targeted"
"20190629COJAC","2019-06-29","Jack Swigert Aerospace Academy ","Colorado Springs","CO","Two men shot and killed during fight between two groups on school track","Victims Targeted"
"20190621MICAF","2019-06-21","Carman-Ainsworth High School","Flint Township","MI","15YOM male shot during fight involving 50 people at basketball game",""
"20190613NJTAW","2019-06-13","Tamaques Elementary School","Westfield","NJ","Man arrested in school parking lot after tip holding pistol with 130 rounds of ammo",""
"20190612PAJEE","2019-06-12","Jefferson Elementary School","Emmaus","PA","Targeted domestic shooting in school parking lot","Victims Targeted"
"20190612DCHEW","2019-06-12","Hendley Elementary School","Washington","DC","Gang related shooting outside of school. Shots struck occupied school building and broke windows. Students and staff locked down.",""
"20190610ILMEW","2019-06-10","Menta Academy North","Waukegan","IL","Adult male and teen fired shots at each other outside of school following argument, bullets struck occupied school building","Victims Targeted"
"20190606ILGEC","2019-06-06","Genevieve Melody STEM Elementary School","Chicago","IL","25YOM shot on school basketball court",""
"20190530DCHEW","2019-05-30","Hendley Elementary School","Washington","DC","Gunshots from gang fight struck the school building and broke windows.",""
"20190522OHSAC","2019-05-22","Shady Lane Elementary School","Columbus","OH","13 year old shot two other teens during dispute over cell phone","Both"
"20190517ORPAP","2019-05-17","Parkrose High School","Portland","OR","Student wearing a trench coat walked into classroom with a shotgun. Tackled by football coach.",""
"20190517FLTEJ","2019-05-17","Terry Parker High School","Jacksonville","FL","Student shot in parking lot after football game.","Victims Targeted"
"20190508ILSEC","2019-05-08","Second Change High School","Chicago","IL","19YOM student shot in school parking lot during targeted shooting","Victims Targeted"
"20190507COSTH","2019-05-07","STEM School Highlands Ranch","Highlands Ranch","CO","Two students planned attack on school, subdued by other students and law enforcement",""
"20190430VACDW","2019-04-30","C D Hylton High School","Woodbridge","VA","Student fired gun in classroom, fled classroom, hid gun, and was arrested by SRO","Neither"
"20190430FLWEW","2019-04-30","Weightman Middle School","Wesley Chapel","FL","SRO's gun discharged in school cafeteria during the school day","Neither"
"20190426GACRF","2019-04-26","Creekside High School","Fairburn","GA","Parent fired at school bus after argument with bus driver","Victims Targeted"
"20190425GAWYS","2019-04-25","Wynbrooke Elementary Theme School","Stone Mountain","GA","BB/pellet gun projectiles shot from outside of the school hit 10 students","Random Shooting"
"20190424ARCOC","2019-04-24","Concord High School","Concord","AR","Student shot himself in the school bathroom","Victims Targeted"
"20190417ILWAL","2019-04-17","Washington Middle School","Lyons","IL","Student shot himself in the school bathroom","Victims Targeted"
"20190410TXROH","2019-04-10","Ross Shaw Sterling Aviation High School","Houston","TX","Bullet fired in gang shooting hit student 1/2 mile away on school basketball court","Victims Targeted"
"20190407MAHOL","2019-04-07","Hood Elementary School","Lynn","MA","Shots fired at unoccupied school building",""
"20190405WISTM","2019-04-05","St. Josaphat Parish School","Milwaukee","WI","Accidental discharge of school employees handgun grazed student.","Random Shooting"
"20190403FLSAJ","2019-04-03","Saint Clair Evans Academy","Jacksonville","FL","Shots fired nearby struck the school and broke a classroom window","Victims Targeted"
"20190403COAUA","2019-04-03","Aurora West College Preparatory Academy","Aurora","CO","School administrator threatened two school employees with handgun in office then ran through school building with gun","Victims Targeted"
"20190401ARPRP","2019-04-01","Prescott _x000D_
High School","Prescott","AR","Student brought a handgun to school and shot a targeted classmate","Victims Targeted"
"20190327MSSVH","2019-03-27","S V Marshall Elementary","Holmes County","MS","Student shot in hand while on school bus","Random Shooting"
"20190327FLMAJ","2019-03-27","Mayport Coastal Sciences Middle School","Jacksonville","FL","Student riding on school bus shot by BB gun","Random Shooting"
"20190322ALBLB","2019-03-22","Blountsville Elementary School","Blountsville","AL","Gun discharged in teacher's pocket","Random Shooting"
"20190313FLLAO","2019-03-13","Lake Mary High School","Orlando","FL","Student asked to leave classroom and commit suicide in school auditorium","Victims Targeted"
"20190301KSHIM","2019-03-01","Highlands Elementary School","Mission","KS","Shooter fired 27 shots at the school from his bedroom during attempted suicide by cop","Neither"
"20190226ALROM","2019-02-26","Robert E. Lee High School","Montgomery","AL","Student shot by other student in the school gym. Police said shooting was targeted.","Victims Targeted"
"20190217COEAA","2019-02-17","Eaglecrest High School","Aurora","CO","Neighbors met at school to talk about ongoing dispute over parking, argument lead to shooting","Victims Targeted"
"20190214NMV.R","2019-02-14","V. Sue Cleveland High School","Rio Rancho","NM","Student fired shot as school opened then fled the scene. Reported attempt to kill ex girlfriend.","Victims Targeted"
"20190212MOCEK","2019-02-12","Central Academy of Excellence","Kansas City","MO","Shooting outside school after fight inside during basketball game","Victims Targeted"
"20190208MDFRB","2019-02-08","Frederick Douglass High School","Baltimore","MD","Hall monitor shot by armed intruder looking for specific student, arrested by police officer assigned at school meeting","Both"
"20190205MNMIM","2019-02-05","Minneapolis School District Bus","Minneapolis","MN","Bus driver shot on school bus during road rage incident","Victims Targeted"
"20190131TXATA","2019-01-31","Atascocita High School","Atascocita","TX","Student shot by other student during drug deal behind school","Victims Targeted"
"20190131TNMAM","2019-01-31","Manassas High School","Memphis","TN","14YOM student shot with pellet gun during ROTC practice",""
"20190130GAMIL","2019-01-30","Miller Grove High School","Lithonia","GA","Adult shot while trying to stop man from breaking into his car in school parking lot","Victims Targeted"
"20190127NVRER","2019-01-27","Reno High School","Reno","NV","After pursuit, man pointed gun at officers in front of the school and was shot by police","Neither"
"20190125TNMAM","2019-01-25","Manassas High School","Memphis","TN","Shots fired at bus in school parking lot by 5 teens in stolen car.",""
"20190125ALDAM","2019-01-25","Davidson High School","Mobile","AL","2 shot during altercation outside of basketball game, shooter fled",""
"20190123LASOS","2019-01-23","Southern Hills Elementary School","Shreveport","LA","Adult male who was shot was found by SRO in the parking lot",""
"20190119KSLAO","2019-01-19","Lakewood Middle School","Overland Park","KS","Two teens shot in parking lot during robbery","Victims Targeted"
"20190118NCSHD","2019-01-18","Sheppard Middle School","Durham","NC","School bus hit by stray bullet injuring driver","Random Shooting"
"20190118MOHAS","2019-01-18","Hazelwood East High School","St. Louis","MO","Shots fired from vehicles in the school parking lot. No students injured.","Victims Targeted"
"20190118ALCET","2019-01-18","Central High School","Tuscaloosa","AL","Non-student shot at female in parking lot, school locked down","Victims Targeted"
"20190111ORCAE","2019-01-11","Cascade Middle School","Eugene","OR","Parent with gun shot by police following custody dispute","Victims Targeted"
"20190107CACEB","2019-01-07","Central Elementary School","Belmont","CA","17YOM high school student shot in elementary school parking lot","Victims Targeted"
"20181218DEAIG","2018-12-18","A I du Pont High School","Greenville","DE","Shots fired in parking lot after basketball game, vehicle struck",""
"20181214MOWIK","2018-12-14","Winnetonka High School","Kansas City","MO","Student fired gun into air in parking lot. School locked down.","Neither"
"20181213INDER","2018-12-13","Dennis Intermediate School","Richmond","IN","14YOM planned attack on the school but was confronted by police on-scene thanks to a tip",""
"20181211KYCAC","2018-12-11","Cawood Elementary School","Cawood","KY","20YOM and 15YOF shot with pellet gun in parking lot of school",""
"20181210NYJEJ","2018-12-10","Jefferson High School","Jefferson","NY","Student commit suicide on baseball field","Victims Targeted"
"20181128PASTP","2018-11-28","Strawberry Mansion High School","Philadelphia","PA","Stray bullet broke window of school, school locked down","Neither"
"20181124OHAFC","2018-11-24","Africentric Early College High School","Columbus","OH","Two adult men shot in fight outside of school during weekend night","Victims Targeted"
"20181122WAMOD","2018-11-22","Mount Rainier High School","Des Moines","WA","Man shot during argument following pick-up football game","Victims Targeted"
"20181122TXSKD","2018-11-22","Skyline High School","Dallas","TX","17YOM shot outside of school building","Victims Targeted"
"20181121MIPEP","2018-11-21","Pentwater Public School","Pentwater","MI","Adult male fired BB gun and broke multiple windows at the school","Neither"
"20181120VASIP","2018-11-20","Simonsdale Elementary School","Portsmouth","VA","Parent's concealed weapon discharged striking other parent","Random Shooting"
"20181112MDEAE","2018-11-12","Eastern Tech High School","Essex","MD","SRO killed self in officer inside school","Victims Targeted"
"20181109GAGAM","2018-11-09","Garrett Middle School","Marietta","GA","Student accidentally fired handgun showing it off in bathroom","Neither"
"20181108CACLS","2018-11-08","Cleveland Elementary School","Santa Barbara","CA","Shot during robbery outside of school","Victims Targeted"
"20181105SCACC","2018-11-05","Academy of Hope","Conway","SC","Student fired bb gun at other student in classroom",""
"20181104KYCRL","2018-11-04","Crums Lane Elementary School","Louisville","KY","Two men in their 20s shot outside of school by unknown shooter",""
"20181029NCBUM","2018-10-29","Butler High School","Matthews","NC","Escalated fight the previous day involving multiple students","Victims Targeted"
"20181025MICOD","2018-10-25","Cody High School","Detroit","MI","Student shot at on school property, shots missed","Victims Targeted"
"20181023NHGOM","2018-10-23","Gossler Park Elementary School","Manchester","NH","Unknown shooter fired pellet gun at students and teacher from the tree line near the school","Random Shooting"
"20181022CTDUB","2018-10-22","Dunbar Elementary School","Bridgeport","CT","18YOM fired shot at mother's boyfriend, shot missed and struck school window","Victims Targeted"
"20181020GASHS","2018-10-20","Shiloh Middle School","Snellville","GA","Police officer shot and killed investigating car parked behind school","Victims Targeted"
"20181013TNMCN","2018-10-13","McGavock High School","Nashville","TN","Drive-by shooting in school parking lot","Victims Targeted"
"20181012MIBAB","2018-10-12","Battle Creek Academy","Battle Creek","MI","Round struck school building",""
"20181007VAVAH","2018-10-07","Varina High School","Henrico","VA","Basketball coach shot during fight at weekend practice","Both"
"20181005VALAN","2018-10-05","Lake Taylor High School","Norfolk","VA","Shots fired during fight after football game in school parking lot",""
"20181005TNHAB","2018-10-05","Haywood High School","Brownsville","TN","Two victims shot in school parking lot during football game","Both"
"20181004ORJAP","2018-10-04","Jason Lee Elementary School","Portland","OR","Parent's gun discharged in cafeteria while picking up daughter","Neither"
"20181003AKDEA","2018-10-03","Denali Montessori Elementary School","Anchorage","AK","Adult male victim shot by another adult male in front of school during domestic dispute","Victims Targeted"
"20181002ARCHL","2018-10-02","Chicot Elementary School","Little Rock","AR","6 bullets stuck the school building, no injuries",""
"20180928SDCHC","2018-09-28","Chamberlain High School","Chamberlain","SD","Man commit suicide on school field during game following police chase","Victims Targeted"
"20180927TXHEC","2018-09-27","Hebron High School","Carrollton","TX","Adult male shot in chest at football game during argument","Victims Targeted"
"20180926MDMAB","2018-09-26","Maree Garnett Farring Elementary","Baltimore","MD","Two students playing with gun in school bathroom.","Neither"
"20180924PACEP","2018-09-24","Central High School","Philadelphia","PA","Student killed in cross fire of shooting outside of school","Both"
"20180924NCLAC","2018-09-24","Lawrence Orr Elementary School","Charlotte","NC","Multiple shots fired at vehicle after child was dropped off","Victims Targeted"
"20180924GAAPB","2018-09-24","Appling County High School","Baxley","GA","Student commit suicide in bathroom","Victims Targeted"
"20180920CAPOP","2018-09-20","Pomona High School","Pomona","CA","Adult make commit suicide on the school campus before classes started","Victims Targeted"
"20180920CACHL","2018-09-20","CHAMPS Charter High School","Los Angeles","CA","Shooting at fast food restaurant directly across from school, student and employee struck ran back to school",""
"20180917ALBLH","2018-09-17","Blossomwood Elementary School","Huntsville","AL","Student showing gun off in gym class, accidental discharge","Neither"
"20180914WAMAE","2018-09-14","Mariner High School","Everett","WA","Shots fired in parking lot during football game, stadium evacuated","Victims Targeted"
"20180914FLBOB","2018-09-14","Boynton Beach High School","Boynton Beach","FL","Two students had gun at bus stop, one shot fired, went to school, school locked down until gun was located","Neither"
"20180911NVCAL","2018-09-11","Canyon Springs High School","Las Vegas","NV","Student shot on baseball field during altercation","Victims Targeted"
"20180910TNFAM","2018-09-10","Fairley High School","Memphis","TN","Three shots were fired a school bus, 15YOF student injured",""
"20180910ILCHC","2018-09-10","Chatham Academy High School","Chicago","IL","Shooter in ski mask got out of vehicle and fired multiple shots at three students leaving school","Victims Targeted"
